name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,cinema_visitors
"Haarlem, Netherlands",10/03/2023,2.8,0.3,1.7,-1.4,-6.9,-3.6,0.3,91.4,14.011,100,75,"rain,snow",1.5,0.6,62.7,39,20.7,992.2,96.4,12.2,22.8,1.8,1,10,2023-03-10T07:08:09,2023-03-10T18:36:25,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",551
"Haarlem, Netherlands",11/03/2023,6.2,-0.7,2.6,4,-2.9,0.6,-2.8,68.5,5.586,100,8.33,"rain,snow",0,1.3,48.5,20.9,269.2,1010.2,86.1,38.4,111.8,9.6,5,10,2023-03-11T07:05:50,2023-03-11T18:38:13,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",764
"Haarlem, Netherlands",12/03/2023,9.9,0.9,6.3,6.5,-2.2,2.5,3.8,84.3,0.173,100,16.67,"rain,snow",0,0,53.3,38.1,211.8,1006.9,99.9,20.8,61.3,5.3,3,10,2023-03-12T07:03:32,2023-03-12T18:40:00,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",760
"Haarlem, Netherlands",13/03/2023,13.5,9.3,11.5,13.5,6.1,11.1,7.9,79.2,3.06,100,29.17,rain,0,0,95.7,70.1,222.5,993.5,70.5,17.5,85,7.4,5,10,2023-03-13T07:01:13,2023-03-13T18:41:47,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",285
"Haarlem, Netherlands",14/03/2023,10.7,2.9,6.9,10.7,-2.4,3,2.4,74.4,6.014,100,37.5,"rain,snow",0,0,65.4,35.4,281.6,997.5,89.4,25.1,100.3,8.7,4,10,2023-03-14T06:58:53,2023-03-14T18:43:34,0.74,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",329
"Haarlem, Netherlands",15/03/2023,7.7,0.8,4.8,5.7,-1.6,2.5,0.1,72.8,1.172,100,8.33,"rain,snow",0,0,36.5,17.9,221.3,1016.3,71,36.8,121.3,10.5,6,10,2023-03-15T06:56:34,2023-03-15T18:45:20,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",409
"Haarlem, Netherlands",16/03/2023,13.6,5.4,8.7,13.6,0.9,6.4,2.2,64.9,0.283,100,16.67,rain,0,0,49.5,34.4,166.1,1011.9,99.8,40.9,74.6,6.3,3,10,2023-03-16T06:54:14,2023-03-16T18:47:07,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,E0997,06344099999",342
"Haarlem, Netherlands",17/03/2023,13.9,8.5,11,13.9,5.8,10,5.7,69.7,0.134,100,4.17,rain,0,0,32.8,24.6,171.9,1006.3,99.8,36.9,86.4,7.4,4,10,2023-03-17T06:51:53,2023-03-17T18:48:53,0.85,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",573
"Haarlem, Netherlands",18/03/2023,15.6,8.3,11.7,15.6,7.2,11.4,8.9,83.5,1.478,100,20.83,rain,0,0,41.1,26.7,177.9,1008.9,88.6,22.5,98.1,8.4,4,10,2023-03-18T06:49:33,2023-03-18T18:50:39,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",867
"Haarlem, Netherlands",19/03/2023,10.9,7.4,8.7,10.9,4.8,6.7,8,95.7,2.111,100,12.5,rain,0,0,41.2,20.4,229.3,1013.9,94,10.2,33.7,2.8,1,10,2023-03-19T06:47:13,2023-03-19T18:52:25,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",598
"Haarlem, Netherlands",20/03/2023,8.8,7.2,8,6,3.8,4.8,6.9,92.8,2.151,100,54.17,rain,0,0,38.9,28.2,216,1017.5,99.8,10.5,30.7,2.6,1,10,2023-03-20T06:44:52,2023-03-20T18:54:10,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",324
"Haarlem, Netherlands",21/03/2023,11.4,8.6,9.8,11.4,5.9,8.3,8.2,89.6,3.985,100,45.83,rain,0,0,46.3,28.4,206.4,1011.9,89.6,18.2,44.8,3.8,2,10,2023-03-21T06:42:31,2023-03-21T18:55:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",367
"Haarlem, Netherlands",22/03/2023,11.4,9.3,10.4,11.4,5.8,9.4,8.5,87.8,2.427,100,33.33,rain,0,0,54.7,38.6,200.3,1004.5,99.8,21,30.3,2.6,1,10,2023-03-22T06:40:10,2023-03-22T18:57:41,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",502
"Haarlem, Netherlands",23/03/2023,14.3,10.2,12,14.3,10.2,12,8.6,80.1,10.826,100,41.67,rain,0,0,69,42.4,219.2,1000.7,90,22.7,97.8,8.2,4,10,2023-03-23T06:37:49,2023-03-23T18:59:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",361
"Haarlem, Netherlands",24/03/2023,12.5,9,10.7,12.5,5,9.4,7.7,81.6,4.362,100,33.33,rain,0,0,61.6,45,228.8,999.1,65.5,23.2,128.7,11.1,6,10,2023-03-24T06:35:29,2023-03-24T19:01:12,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,C0449,06257099999,06344099999",620
"Haarlem, Netherlands",25/03/2023,11.4,7.2,9.1,11.4,3.6,6,6.3,82.7,3.48,100,29.17,rain,0,0,81.7,52,240.6,1001.7,91.3,17.6,97.8,8.5,6,10,2023-03-25T06:33:08,2023-03-25T19:02:57,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",917
"Haarlem, Netherlands",26/03/2023,8.6,4.8,6.9,7.4,1.6,4.2,3.5,80,1.115,100,12.5,rain,0,0,44.6,31,29.9,1005.8,96.5,19.3,100.6,8.3,5,10,2023-03-26T07:30:47,2023-03-26T20:04:42,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",653
"Haarlem, Netherlands",27/03/2023,6.5,2.8,4.6,2.6,-0.7,1.1,0.1,72.8,0.578,100,25,"rain,snow",0,0,56.8,31.8,320.7,1021,54.5,32.3,132.2,11.3,5,10,2023-03-27T07:28:26,2023-03-27T20:06:26,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",290
"Haarlem, Netherlands",28/03/2023,7.8,1.3,4.9,4.5,-1,1.9,0,71.4,0.013,100,8.33,rain,0,0,42,28.1,189.7,1023.6,82,34,83.5,7.2,4,10,2023-03-28T07:26:06,2023-03-28T20:08:11,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",401
"Haarlem, Netherlands",29/03/2023,13.3,5.7,9.7,13.3,1.9,8.4,7,83.2,0.491,100,4.17,rain,0,0,35.3,24,182.5,1012.3,100,30.4,60.8,5.1,3,10,2023-03-29T07:23:45,2023-03-29T20:09:56,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",401
"Haarlem, Netherlands",30/03/2023,13.6,10.3,12,13.6,10.3,12,8.8,81.2,0.045,100,4.17,rain,0,0,68.8,45.3,230,1004.5,74.9,20.8,140.7,12.2,6,10,2023-03-30T07:21:25,2023-03-30T20:11:40,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",313
"Haarlem, Netherlands",31/03/2023,11.8,9.8,10.6,11.8,6.9,10.3,9.3,91.7,6.643,100,79.17,rain,0,0,51.8,34.1,187.3,993.8,99,13.7,46.8,4.1,2,10,2023-03-31T07:19:05,2023-03-31T20:13:25,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",481
"Haarlem, Netherlands",01/04/2023,11.4,7.2,9.3,11.4,3.1,7.1,8.6,95.2,9.132,100,54.17,rain,0,0,43.2,28.2,342.2,997.5,100,15.6,46.2,3.9,2,10,2023-04-01T07:16:45,2023-04-01T20:15:09,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",836
"Haarlem, Netherlands",02/04/2023,9.7,2.5,6.2,6.5,-2.8,2.1,1.6,73.3,0.268,100,4.17,rain,0,0,49.8,32,42.1,1021.6,53.2,36.6,180.4,15.8,7,10,2023-04-02T07:14:25,2023-04-02T20:16:54,0.38,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",473
"Haarlem, Netherlands",03/04/2023,9.6,1.3,5.6,6.7,-2.6,2.2,-2,60.9,0,0,0,,0,0,39.6,28.3,72.5,1031.5,12,39.9,197.4,16.9,7,10,2023-04-03T07:12:06,2023-04-03T20:18:38,0.41,Clear,Clear conditions throughout the day.,clear-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",193
"Haarlem, Netherlands",04/04/2023,9.1,-0.8,4.8,7.9,-3.2,3,-1.7,65.2,0,0,0,,0,0,31.1,14.1,59.8,1029,67.4,36.2,186.9,16.1,7,10,2023-04-04T07:09:47,2023-04-04T20:20:23,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",292
"Haarlem, Netherlands",05/04/2023,10.3,0.4,5.4,10.3,-1.8,4.4,-0.6,67.7,0,0,0,,0,0,29.4,13.7,128.8,1022.7,51.6,29.7,186.3,16.2,6,10,2023-04-05T07:07:28,2023-04-05T20:22:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",315
"Haarlem, Netherlands",06/04/2023,8.8,2.8,7,6.7,0.7,4.1,3.8,81,2.517,100,37.5,rain,0,0,42.8,28.3,163,1014.8,99.8,16.3,49.8,4.2,2,10,2023-04-06T07:05:10,2023-04-06T20:23:52,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",253
"Haarlem, Netherlands",07/04/2023,9.1,8,8.4,7.1,5,6.1,7,91,2.235,100,8.33,rain,0,0,31.7,20.5,303.1,1017.4,100,18.3,37.2,3.2,1,10,2023-04-07T07:02:52,2023-04-07T20:25:36,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",570
"Haarlem, Netherlands",08/04/2023,12.8,2.9,8.1,12.8,2.9,7.5,5,82.7,0,0,0,,0,0,25,17.3,37.7,1025,36.8,15.7,187.1,16,7,10,2023-04-08T07:00:34,2023-04-08T20:27:20,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",542
"Haarlem, Netherlands",09/04/2023,13.5,8,10.1,13.5,5.3,9.2,6.5,79.3,0,0,0,,0,0,27.6,17.1,116,1024.3,92.8,16.3,92.7,7.9,4,10,2023-04-09T06:58:17,2023-04-09T20:29:05,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",530
"Haarlem, Netherlands",10/04/2023,13.9,8.6,10.8,13.9,6.3,10.1,6.2,73.5,3.516,100,20.83,rain,0,0,49.5,35.1,172,1014.1,99.7,30,64.3,5.5,3,10,2023-04-10T06:56:01,2023-04-10T20:30:49,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",822
"Haarlem, Netherlands",11/04/2023,11.9,7.8,9.8,11.9,3.4,7.7,4.4,70.1,6.26,100,12.5,rain,0,0,76.4,42,248,1010,52.7,25.6,215,18.6,7,10,2023-04-11T06:53:45,2023-04-11T20:32:33,0.69,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,remote,06257099999,E0997,06344099999",178
"Haarlem, Netherlands",12/04/2023,11,8,9.4,11,3.8,7.4,5.1,75.5,3.286,100,37.5,rain,0,0,55.6,38.4,199.8,998.1,86.3,25.5,150.5,13,6,10,2023-04-12T06:51:29,2023-04-12T20:34:18,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",343
"Haarlem, Netherlands",13/04/2023,11.2,6.2,8.5,11.2,1.4,5.7,4.4,75.8,3.218,100,41.67,rain,0,0,64.4,48.2,228.1,999.2,73.2,27,128.8,11.3,5,10,2023-04-13T06:49:15,2023-04-13T20:36:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06257099999,06344099999",309
"Haarlem, Netherlands",14/04/2023,14.2,4.3,9.3,14.2,1,7.9,3.5,69.4,0.276,100,12.5,rain,0,0,34.8,21.3,143.5,1008,42.9,30.7,195.5,16.9,7,10,2023-04-14T06:47:00,2023-04-14T20:37:46,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",437
"Haarlem, Netherlands",15/04/2023,12.9,6.3,9.2,12.9,3.1,7.2,4.9,74.8,0.003,100,4.17,rain,0,0,49.6,28.4,25.7,1014.7,60.7,34.7,182.9,15.8,6,10,2023-04-15T06:44:47,2023-04-15T20:39:31,0.83,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",557
"Haarlem, Netherlands",16/04/2023,10,7.6,8.5,8.3,4.3,5.9,7.2,91.8,0.611,100,16.67,rain,0,0,34.9,21.5,346.2,1024.7,100,12.3,36.2,3.1,1,10,2023-04-16T06:42:34,2023-04-16T20:41:15,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999",672
"Haarlem, Netherlands",17/04/2023,13.9,7.1,9.5,13.9,4.6,7.9,7.3,87.4,0.089,100,4.17,rain,0,0,36,21.1,27.1,1027.6,62.7,11.3,161.8,13.8,6,10,2023-04-17T06:40:22,2023-04-17T20:42:59,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",395
"Haarlem, Netherlands",18/04/2023,13.9,6.2,9.6,13.9,2.2,7.8,4.6,71.2,0,0,0,rain,0,0,46.4,31.7,60,1027.7,54.7,29.5,116.1,9.9,4,10,2023-04-18T06:38:11,2023-04-18T20:44:43,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",178
"Haarlem, Netherlands",19/04/2023,14.3,8.2,10.5,14.3,4.9,8.7,2.9,61.3,0,0,0,,0,0,53,36.1,56.9,1026.8,29.1,34.7,228.3,19.6,7,10,2023-04-19T06:36:01,2023-04-19T20:46:27,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",267
"Haarlem, Netherlands",20/04/2023,11.7,6.1,8.6,11.7,2.2,6,2.9,67.9,0.504,100,8.33,rain,0,0,50.4,32.2,51.4,1020.5,71.5,36.4,106.3,9.3,4,10,2023-04-20T06:33:51,2023-04-20T20:48:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",358
"Haarlem, Netherlands",21/04/2023,15.5,8,10.9,15.5,5.7,9.9,8.4,85,6.009,100,37.5,rain,0,0,35.3,20.9,79.9,1013.1,97.3,16.9,129.6,11.2,6,10,2023-04-21T06:31:42,2023-04-21T20:49:56,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",399
"Haarlem, Netherlands",22/04/2023,13,6.2,9.1,13,4.8,8.2,7.4,89.7,3.023,100,33.33,rain,0,0,28.1,14,177.9,1007.1,83.2,12.6,92.8,7.9,5,10,2023-04-22T06:29:35,2023-04-22T20:51:40,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",529
"Haarlem, Netherlands",23/04/2023,15.8,7.5,11.2,15.8,6.1,10.5,8.8,85.8,3.909,100,33.33,rain,0,0,35.6,24.7,162.6,1003.4,98,16.3,116,9.9,5,10,2023-04-23T06:27:28,2023-04-23T20:53:23,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",414
"Haarlem, Netherlands",24/04/2023,10.1,6.9,8.9,10.1,3.1,5.7,6.6,86.1,26.445,100,54.17,rain,0,0,54,38.5,285,1003.9,97.5,20,108.6,9.3,6,10,2023-04-24T06:25:22,2023-04-24T20:55:07,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",401
"Haarlem, Netherlands",25/04/2023,9.3,4.9,6.9,5.8,0.7,4.2,1.8,70.7,0.841,100,20.83,rain,0,0,49.2,34,322.5,1015,76.5,29.4,193.1,16.6,8,10,2023-04-25T06:23:17,2023-04-25T20:56:51,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",332
"Haarlem, Netherlands",26/04/2023,9.9,2.6,6.5,8.3,0.7,5,0.8,68.1,0.189,100,4.17,rain,0,0,31.1,17.3,319.4,1019.6,82.3,38.4,131.7,11.3,6,10,2023-04-26T06:21:14,2023-04-26T20:58:34,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",359
"Haarlem, Netherlands",27/04/2023,12.6,0.1,7.4,12.6,-2.1,6.8,0.9,66.5,0,0,0,,0,0,27.4,14.7,110,1019.9,70.2,33.4,201.7,17.4,6,10,2023-04-27T06:19:11,2023-04-27T21:00:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",288
"Haarlem, Netherlands",28/04/2023,12.2,7.8,9.9,12.2,5.3,8.4,6.9,82.9,0.265,100,25,rain,0,0,39.2,27.9,208.6,1011.4,100,20.9,48.6,4.2,2,10,2023-04-28T06:17:10,2023-04-28T21:02:01,0.26,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",549
"Haarlem, Netherlands",29/04/2023,14.1,7.9,10.8,14.1,6.1,9.8,6.2,74.5,0.223,100,4.17,rain,0,0,35.3,21.1,350.6,1019.4,55,23.4,243.1,20.9,8,10,2023-04-29T06:15:10,2023-04-29T21:03:44,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",430
"Haarlem, Netherlands",30/04/2023,17,5.4,11.2,17,4.2,10.8,6.9,76.8,0,0,0,,0,0,23.8,14.2,80.9,1022.7,76,27.2,241,20.8,7,10,2023-04-30T06:13:11,2023-04-30T21:05:26,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",227
"Haarlem, Netherlands",01/05/2023,14.7,7.4,11,14.7,6,10.6,7.8,80.7,0,0,0,rain,0,0,31.6,21,320.3,1016.7,90.3,29.9,131.7,11.4,5,10,2023-05-01T06:11:14,2023-05-01T21:07:09,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",323
"Haarlem, Netherlands",02/05/2023,11.3,5.7,9.3,11.3,3.4,7.6,3.5,68.3,0.045,100,4.17,rain,0,0,35.6,24,353.7,1025.6,76.7,32.3,205.2,17.8,9,10,2023-05-02T06:09:17,2023-05-02T21:08:51,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",383
"Haarlem, Netherlands",03/05/2023,13.2,2,8.4,13.2,0,7.6,2.8,69.6,0,0,0,,0,0,34.9,21.4,57,1028.4,86.8,35.8,252.4,21.8,7,10,2023-05-03T06:07:23,2023-05-03T21:10:32,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",426
"Haarlem, Netherlands",04/05/2023,20.9,6.8,13.4,20.9,4,12.3,6.3,64.2,0,0,0,,0,0,35.9,24.1,72.9,1019.5,99.7,33,237.2,20.3,7,10,2023-05-04T06:05:29,2023-05-04T21:12:14,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",183
"Haarlem, Netherlands",05/05/2023,17,11.9,14.4,17,11.9,14.4,10.8,79.5,0.354,100,20.83,rain,0,0,27.7,19.2,213.6,1015.6,78.7,30.7,108,9.6,4,10,2023-05-05T06:03:37,2023-05-05T21:13:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,E5029,06249099999,06240099999,C0449,06257099999,06344099999",
"Haarlem, Netherlands",06/05/2023,19.3,10.3,14.8,19.3,10.3,14.8,11.6,82.3,1.892,100,20.83,rain,0,0,25.1,14.2,152.3,1016.2,84.4,15.6,177.1,15.1,6,10,2023-05-06T06:01:47,2023-05-06T21:15:35,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",444
"Haarlem, Netherlands",07/05/2023,18.9,12.8,15.6,18.9,12.8,15.6,13.6,88.3,0.919,100,25,rain,0,0,25.4,14.5,105.7,1017.3,99.5,18.7,120.8,10.3,5,10,2023-05-07T05:59:58,2023-05-07T21:17:15,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",355
"Haarlem, Netherlands",08/05/2023,16,10,13.3,16,10,13.3,12,92.2,0,0,0,,0,0,25.6,17.9,250.8,1020.5,87.3,6.1,127.8,11.2,4,10,2023-05-08T05:58:11,2023-05-08T21:18:54,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06348099999,06249099999,06240099999,C0449,06257099999,06344099999",239
"Haarlem, Netherlands",09/05/2023,14.7,12.1,13.7,14.7,12.1,13.7,12.7,93.7,9.164,100,45.83,rain,0,0,32,21.1,186.7,1012.2,99.9,11.5,41.5,3.6,1,10,2023-05-09T05:56:26,2023-05-09T21:20:33,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",174
"Haarlem, Netherlands",10/05/2023,13.9,10.5,12.2,13.9,10.5,12.2,11.1,93.3,5.665,100,4.17,rain,0,0,27.6,14.5,276.3,1010.8,99.6,16.2,119.2,10.2,5,10,2023-05-10T05:54:42,2023-05-10T21:22:11,0.67,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,06257099999,06344099999,E0997",371
"Haarlem, Netherlands",11/05/2023,15.2,10.4,12.9,15.2,10.4,12.9,11.4,90.9,1.291,100,29.17,rain,0,0,25.1,17.4,14.2,1015.3,99,20,110.7,9.6,5,10,2023-05-11T05:53:00,2023-05-11T21:23:49,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",203
"Haarlem, Netherlands",12/05/2023,20.6,10.9,15.3,20.6,10.9,15.3,11.7,80.9,2.727,100,16.67,rain,0,0,36,23.9,32.2,1018.5,95.4,21.5,191.2,16.7,6,10,2023-05-12T05:51:20,2023-05-12T21:25:26,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",341
"Haarlem, Netherlands",13/05/2023,18.8,11,15.3,18.8,11,15.3,10.4,73.1,0,0,0,,0,0,36.4,24.6,22.4,1021.9,14.3,29.9,265.4,23,7,10,2023-05-13T05:49:42,2023-05-13T21:27:02,0.78,Clear,Clear conditions throughout the day.,clear-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",229
"Haarlem, Netherlands",14/05/2023,17,8.6,12.7,17,7.6,12.6,10.2,85.5,0,0,0,,0,0,32.4,23.8,346.4,1018.9,88.2,21.3,229,19.8,7,10,2023-05-14T05:48:06,2023-05-14T21:28:37,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",170
"Haarlem, Netherlands",15/05/2023,13.3,7.1,10.4,13.3,5.8,9.9,8.9,90.6,0.142,100,8.33,rain,0,0,52.2,29.1,317.9,1016.1,95.5,12.8,73.3,6.4,3,10,2023-05-15T05:46:31,2023-05-15T21:30:11,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,E5029,06249099999,06240099999,06257099999,06344099999",210
"Haarlem, Netherlands",16/05/2023,13.9,7.3,10.6,13.9,5.5,9.8,5.9,73.5,0.005,100,4.17,rain,0,0,43.2,27.9,315.2,1022,48.9,27.5,244.7,20.9,8,10,2023-05-16T05:44:59,2023-05-16T21:31:44,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,E5029,06348099999,06249099999,06240099999,06257099999,06344099999",208
